MLSNumber,Category,Status,Type,DOM,CDOM,ListDate,Agreement of Sale/Signed Lease Date,OffMarketDate,SettledDate,OriginalPrice,List Price,SoldPrice,StreetNumber,StreetDirection,StreetName,UnitNumber,City,State,Zip Code,County,MLSArea,Township,SchoolDistrict,Subdivision,ListAgentName,ListAgentCode,ListOfficeName,ListOfficeCode,ListOfficePhone,SellingAgent,SellingAgentCode,SellingOfficeName,SellingOfficeCode,SellingOfficePhone,SellerConcessionsAmount,FinalFinancing,FinalShortSale,FinalThirdPartyApproval,FinalBankOwned,TaxAnnualTotal,TaxYear,AcresTotal,LandUseCode,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,One-TimeAssociationFee,AssociationFee,AssociationFeeFrequency,Age,InteriorSqFt,PropertyCondition,Bedrooms,BathsFull,BathsHalf,Design,Style,NumberofStories,FloorNumber,Basement YN,GarageSpaces,Fireplace YN,Laundry,Other Rooms,RoomCount,Central Air YN,Waterfront YN,New Construction YN,ModelName,AdditionalBankOwned,AdditionalThirdPartyApproval,AdditionalShortSale,BuyerBrokerCompensation,SubAgentCompensation,TransactionBrokerCompensation,OriginatingMLS,AboveGradeSqFt,BelowGradeSqFt,HomeBuilt,BasementFootprintPct,BasementFinishedPct 
MDHR2007340,RES,Closed,,3,76,1/3/22,1/5/22 0:00,2/3/22,2/3/22,"$350,000 ","$350,000 ","$360,000 ",8,,Kensington,,Abingdon,MD,21009,HARFORDMD,,,,BOX HILL & BOX HILL NORTH,Patricia M Manly,96254,Berkshire Hathaway HomeServices PenFed Realty,PFED11,(410) 515-5300,Francis X Harker Jr.,131425,East Coast Realty,ECST1,(410) 420-8910,,Conventional,StandardSale,StandardSale,StandardSale,3092,2021,0.25,,FeeSimple,No,No,Yes,Quarterly,60,Quarterly,1986,2592,Good,5,2,1,Two,Colonial,"Main,Upper1",,No,,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,2592,0,Good,,
MDHR2007084,RES,Closed,,5,5,1/5/22,1/9/22 0:00,2/9/22,2/8/22,"$275,000 ","$275,000 ","$275,000 ",1927,,Castleton,,Darlington,MD,21034,HARFORDMD,,,,DARLINGTON,Rick R McGhee,21869,Homeowners Real Estate,HRES1,(410) 836-9399,Melissa Barnes,3064436,Cummings & Co Realtors,CCRL8,(410) 823-0033,,Conventional,StandardSale,StandardSale,StandardSale,2575,2020,1.11,110,FeeSimple,No,No,No,,,,1968,1381,,4,1,1,Two,Rancher,"Lower1,Main",,Yes,,Yes,BsmtLaundry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1381,0,,100,
MDHR2007282,RES,Closed,,2,2,1/3/22,1/4/22 0:00,1/27/22,1/27/22,"$184,500 ","$184,500 ","$184,500 ",805,,Garfield,,Havre De Grace,MD,21078,HARFORDMD,,,,HAVRE DE GRACE MANOR,Kanokporn Covey,3306699,Coldwell Banker Realty,CBPREWLM,(302) 234-1888,Kirk Steffes,3007458,Cummings & Co Realtors,CCRL8,(410) 823-0033,,Cash,StandardSale,StandardSale,StandardSale,1908,2021,0.19,,FeeSimple,No,No,No,,,,1953,738,,2,1,0,One,Rancher,"Lower1,Lower2,Main,Upper1,Upper2",,No,,No,,,,Yes,No,No,ROOR 3 YEAS OLD,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,738,,,,
MDHR2007156,RES,Closed,,0,0,12/30/21,8/19/21 0:00,12/30/21,10/1/21,"$415,000 ","$415,000 ","$415,000 ",500,,Beechcroft,,Fallston,MD,21047,HARFORDMD,,,,NONE AVAILABLE,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Shannon L Bowers,3046472,American Premier Realty,KWAM1,(443) 512-0090,,Conventional,StandardSale,StandardSale,StandardSale,3333,2020,0.8,110,FeeSimple,No,No,No,,,,1966,2248,,3,2,,Two,Colonial,Main,,No,,,,,,No,No,No,,StandardSale,StandardSale,StandardSale,0,0,,BRIGHT,1248,1000,,,
MDHR2007152,RES,Closed,,0,0,12/30/21,8/17/21 0:00,12/30/21,8/18/21,"$285,000 ","$285,000 ","$285,000 ",1409,,Cranberry,,Aberdeen,MD,21001,HARFORDMD,,,,NONE AVAILABLE,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Lisa D Rierson,3087900,Coldwell Banker Realty,CBRB42,(410) 515-2000,"$5,000 ",Conventional,StandardSale,StandardSale,StandardSale,2343,2020,0.37,110,FeeSimple,No,No,No,,,,1998,2120,,3,2,,Two,Rancher,"Lower1,Main",,Yes,2,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,1120,1000,,,
MDHR2007144,RES,Closed,,0,0,12/30/21,8/4/21 0:00,12/30/21,9/20/21,"$300,000 ","$300,000 ","$300,000 ",465,,Crisfield,,Abingdon,MD,21009,HARFORDMD,,,,CONSTANT BRANCH,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Shannon L Bowers,3046472,American Premier Realty,KWAM1,(443) 512-0090,,Conventional,StandardSale,StandardSale,StandardSale,2880,2020,0.35,110,FeeSimple,No,No,Yes,Annually,92,Annually,1988,2396,,3,2,,Three,Colonial,"Main,Upper1",,Yes,1,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,0,0,,BRIGHT,1796,600,,,
MDHR2006998,RES,Closed,,5,5,1/13/22,1/17/22 0:00,2/9/22,2/8/22,"$589,950 ","$589,950 ","$631,000 ",1934,,Medallion,,Forest Hill,MD,21050,HARFORDMD,,,,FOREST  HILL,Marianne S Ferguson,27070,Coldwell Banker Realty,CBRB42,(410) 515-2000,Maddy Cecile Coard,3326398,"Long & Foster Real Estate, Inc.",LNG169,(410) 879-0900,,Conventional,StandardSale,StandardSale,StandardSale,5070,2020,0.48,110,FeeSimple,No,No,Yes,SemiAnnually,111,SemiAnnually,2003,3338,Excellent,4,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,3,Yes,MainFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,2838,500,Excellent,,
MDHR2007138,RES,Closed,,6,8,12/29/21,1/3/22 0:00,1/29/22,1/28/22,"$380,000 ","$380,000 ","$380,000 ",4036,,Old Federal Hill,,Jarrettsville,MD,21084,HARFORDMD,,,,FEDERAL HILL HEIGHTS,Anthony Joseph Stamerro,3308983,"EXP Realty, LLC",EXXP1,(888) 860-7369,Robert H Perry Jr.,3108798,Home Selling Assistance,HSA3,(410) 256-3939,,Conventional,StandardSale,StandardSale,StandardSale,2811,2020,0.77,,FeeSimple,No,No,No,,,,1967,1160,Good,3,2,0,Two,Rancher,"Lower1,Main",,Yes,,Yes,BsmtLaundry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,1160,0,Good,,
MDHR2007092,RES,Closed,,4,4,12/29/21,1/1/22 0:00,2/1/22,1/28/22,"$699,900 ","$699,900 ","$743,000 ",1906,,Phillips Mill,,Forest Hill,MD,21050,HARFORDMD,,,,FOREST  HILL,Michael S Lathroum,3092645,Keller Williams Legacy,KWR255,(410) 867-5011,Joseph Martin Peters,3312147,Keller Williams Legacy,KWR255,(410) 867-5011,,Conventional,StandardSale,StandardSale,StandardSale,4749,2020,2.14,110,FeeSimple,No,No,No,,,,1986,2928,,5,4,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,2928,0,,,
MDHR2007076,RES,Closed,,7,7,12/28/21,1/3/22 0:00,2/4/22,1/31/22,"$659,900 ","$659,900 ","$680,000 ",1316,,Exmoor,,Bel Air,MD,21015,HARFORDMD,,,,SOMERSET HILL,Kelly M Hinder,3010290,Coldwell Banker Realty,CBRB42,(410) 515-2000,Mary Beth Eikenberg Swidersky,77565,Cummings & Co Realtors,CCRL4,(410) 823-0033,,Conventional,StandardSale,StandardSale,StandardSale,6003,2020,0.34,110,FeeSimple,No,No,Yes,Quarterly,120,Quarterly,2019,3084,,4,3,1,Three,Colonial,"Main,Upper1",,Yes,2,No,,,15,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,3084,0,,,
MDHR2007022,RES,Closed,,1,1,1/2/22,1/2/22 0:00,1/28/22,1/28/22,"$544,000 ","$544,000 ","$540,000 ",719,,Heston,,Bel Air,MD,21014,HARFORDMD,,,,BRENTWOOD PARK,Malissa D Duffy,102447,"Real Estate Professionals, Inc.",RELP1,(410) 918-9740,Aidan M Jones,3061437,"Northrop Realty, A Long & Foster Company",NRP7,(410) 465-1770,,Conventional,StandardSale,StandardSale,StandardSale,3883,2021,0.16,110,FeeSimple,No,No,Yes,SemiAnnually,101.46,SemiAnnually,1988,3048,Excellent,4,2,1,Three,Colonial,"Lower1,Lower2,Main,Upper1",,Yes,1,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,2032,1016,Excellent,,
MDHR2007036,RES,Closed,,0,0,12/27/21,10/20/21 0:00,12/27/21,11/19/21,"$399,000 ","$399,000 ","$399,000 ",1418,,Gunston,,Bel Air,MD,21015,HARFORDMD,,,,BEL AIR,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Vance Ziglar,3047261,RE/MAX Ikon,IKONO1,(410) 442-4455,,Conventional,StandardSale,StandardSale,StandardSale,3531,2020,0.86,110,FeeSimple,No,No,No,,,,1977,2037,,0,0,,Two,Traditional,Main,,Yes,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1413,624,,,
MDHR2007010,RES,Closed,,3,3,12/30/21,1/5/22 0:00,2/2/22,1/31/22,"$515,000 ","$515,000 ","$540,000 ",1508,,Kittering,,Bel Air,MD,21014,HARFORDMD,,,,WEST RIDING & FARMS,Chad R Shrodes,153748,"Long & Foster Real Estate, Inc.",LNG169,(410) 879-0900,Anne Perrone,153773,"Long & Foster Real Estate, Inc.",LNG169,(410) 879-0900,"$6,300 ",VA,StandardSale,StandardSale,StandardSale,4233,2020,0.44,110,FeeSimple,No,No,No,,,,1974,3412,Excellent,4,2,2,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,MainFlrLndry,,,Yes,No,No,Totally Remodeled!,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,2420,992,Excellent,,85
MDHR2006928,RES,Closed,,1,1,12/22/21,12/22/21 0:00,12/22/21,12/22/21,"$277,500 ","$277,500 ","$277,500 ",102,,Mcspadden,,Havre De Grace,MD,21078,HARFORDMD,,,,HAVRE DE GRACE HEIGHTS,Timothy Langhauser,3044472,"Compass Home Group, LLC",COMPHG1,(443) 360-0086,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,"$6,300 ",Conventional,StandardSale,StandardSale,StandardSale,2927,2020,0.48,110,FeeSimple,No,No,No,,,,1957,1320,,3,1,,Two,Rancher,"Lower1,Main",,Yes,,No,"Hookup,MainFlrLndry",,,Yes,No,No,,StandardSale,StandardSale,StandardSale,0,0,,BRIGHT,1320,0,,,
MDHR2006920,RES,Closed,,9,9,12/22/21,12/30/21 0:00,2/1/22,2/1/22,"$299,999 ","$299,999 ","$299,999 ",314,,Edmund,,Aberdeen,MD,21001,HARFORDMD,,,,ABERDEEN,Sarah Sickles,3250812,Taylor Properties,TAYL1,(301) 970-2447,Jasmin Brown,3274684,Coldwell Banker Realty,CBRB42,(410) 515-2000,,Cash,StandardSale,StandardSale,StandardSale,2702,2020,0.17,110,FeeSimple,No,No,No,,,,1952,2147,,3,2,,Two,"Bungalow,Cottage","Main,Upper1",,Yes,,Yes,"BsmtLaundry,HasLaundry",,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,1647,500,,,
MDHR2006834,RES,Closed,,7,7,12/21/21,12/27/21 0:00,1/18/22,1/18/22,"$485,000 ","$485,000 ","$503,000 ",119,,Spry Island,,Joppa,MD,21085,HARFORDMD,,,,GUNPOWDER,Cara J Fabian,89347,Cummings & Co. Realtors,CCRL1,(410) 823-0033,Thomas Oliver,3099883,"Northrop Realty, A Long & Foster Company",NRP5,(443) 921-3900,,Conventional,StandardSale,StandardSale,StandardSale,3739,2020,0.26,110,FeeSimple,No,No,Yes,Quarterly,132,Quarterly,2003,3740,,4,2,2,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,MainFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,2400,1340,,,
MDHR2006858,RES,Closed,,0,0,12/20/21,1/1/21 0:00,12/20/21,8/5/21,"$665,476 ","$665,476 ","$814,754 ",1837,,Braavos,,Bel Air,MD,21015,HARFORDMD,,,,NONE AVAILABLE,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Denise Kenney,3017552,American Premier Realty,KWAM1,(443) 512-0090,"$20,000 ",Conventional,StandardSale,StandardSale,StandardSale,0,2020,0.26,110,FeeSimple,No,No,Yes,Unknown,0,Unknown,0,0,Excellent,4,2,1,Three,Craftsman,"Lower1,Main,Upper1",,Yes,2,,,,,No,No,Yes,,StandardSale,StandardSale,StandardSale,2,0,,BRIGHT,0,0,Excellent,,
MDHR2006846,RES,Closed,,0,0,12/20/21,1/1/21 0:00,12/20/21,9/22/21,"$501,995 ","$501,995 ","$585,033 ",411,,Spruce Pine,,Abingdon,MD,21009,HARFORDMD,,,,LAUREL RIDGE,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Denise Kenney,3017552,American Premier Realty,KWAM1,(443) 512-0090,,Conventional,StandardSale,StandardSale,StandardSale,1794,2020,0.17,110,FeeSimple,No,No,Yes,Unknown,0,Unknown,0,0,Excellent,4,2,1,Two,Craftsman,"Lower1,Main,Upper1",,Yes,2,,,,,No,No,Yes,,StandardSale,StandardSale,StandardSale,3,0,,BRIGHT,0,0,Excellent,,
MDHR2006800,RES,Closed,,9,9,1/2/22,1/6/22 0:00,2/9/22,2/7/22,"$700,000 ","$700,000 ","$733,000 ",502,,Cedar Hill,,Bel Air,MD,21015,HARFORDMD,,,,CEDAR HILL,Lana Ophardt,77256,Berkshire Hathaway HomeServices PenFed Realty,PFED11,(410) 515-5300,David Marc Niedzialkowski,3317599,Redfin Corp,REFC4,(410) 202-8454,"$3,500 ",Conventional,StandardSale,StandardSale,StandardSale,6350,2020,0.75,110,FeeSimple,No,No,Yes,SemiAnnually,325,SemiAnnually,2001,3588,Excellent,4,2,1,Three,Colonial,"Main,Upper1",,Yes,2,Yes,MainFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,3588,0,Excellent,,
MDHR2006776,RES,Closed,,9,17,12/18/21,12/24/21 0:00,1/29/22,1/24/22,"$299,999 ","$335,000 ","$330,000 ",3114,,Deer Creek,,Abingdon,MD,21009,HARFORDMD,,,,BOX HILL SOUTH,Di Jones,28337,United Real Estate Executive,UNIRE1,(833) 999-8733,Jacqueline A. Philage,3326979,"Northrop Realty, A Long & Foster Company",NRP10,(410) 770-2910,,Conventional,StandardSale,StandardSale,StandardSale,2931,2021,0.16,110,FeeSimple,No,No,No,,,,1993,1577,"Good,Average",3,2,2,Three,Colonial,"Lower1,Lower2,Main,Upper1,Upper2",,Yes,1,Yes,LowFlrLndry,,,Yes,No,No,SYCAMORE,StandardSale,StandardSale,StandardSale,3,3,,BRIGHT,1577,,"Good,Average",,
MDHR2004638,RES,Closed,,3,3,12/17/21,12/20/21 0:00,1/27/22,1/27/22,"$259,900 ","$259,900 ","$265,700 ",906,,Edmund,,Aberdeen,MD,21001,HARFORDMD,,,,HILLSDALE,Patricia J Patton,19003,CENTURY 21 The Real Estate Centre,CREC4,(410) 272-4800,Nicole S Lindt,112069,"Long & Foster Real Estate, Inc",LNG256,(410) 377-2270,"$5,000 ",FHA,StandardSale,StandardSale,StandardSale,2557,2020,0.19,110,FeeSimple,No,No,No,,,,1983,1349,VeryGood,3,2,,Two,CapeCod,"Main,Upper1",,No,,,MainFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,1349,0,VeryGood,,
MDHR2006758,RES,Closed,,8,8,12/26/21,1/2/22 0:00,1/28/22,1/28/22,"$359,900 ","$359,900 ","$380,000 ",1308,,Fordham,,Bel Air,MD,21014,HARFORDMD,,,,MARYWOOD,Maddy Cecile Coard,3326398,"Long & Foster Real Estate, Inc.",LNG169,(410) 879-0900,Assimina Perivola,3309358,"EXP Realty, LLC",EXXP8,(888) 860-7369,"$7,600 ",VA,StandardSale,StandardSale,StandardSale,2736,2020,0.27,110,FeeSimple,No,No,No,,,,1968,1726,,3,1,1,Three,Colonial,"Lower1,Main,Upper1",1,Yes,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1388,338,,,
MDHR2006728,RES,Closed,,4,4,1/6/22,1/10/22 0:00,2/4/22,2/4/22,"$600,000 ","$600,000 ","$605,000 ",1010,,Diamond Oaks,,Bel Air,MD,21014,HARFORDMD,,,,VINEYARD OAK,Kimberly R Letschin,102432,"Long & Foster Real Estate, Inc.",LNG61,(410) 879-8080,Jonathan Scheffenacker,3044841,Redfin Corp,REFC4,(410) 202-8454,"$4,000 ",Conventional,StandardSale,StandardSale,StandardSale,5164,2020,0.48,110,FeeSimple,No,No,Yes,Quarterly,120,Quarterly,1997,3304,"Excellent,VeryGood",4,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,MainFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,3304,0,"Excellent,VeryGood",,
MDHR2006684,RES,Closed,,3,3,12/18/21,12/20/21 0:00,1/28/22,1/28/22,"$475,000 ","$475,000 ","$512,000 ",1442,,Trappe,,Street,MD,21154,HARFORDMD,,,,STREET MD,Carla Banack,3063142,Cummings & Co Realtors,CCRL8,(410) 823-0033,Ashley N Hess,144199,Compass,COMPS10,(410) 886-7342,"$2,000 ",Conventional,StandardSale,StandardSale,StandardSale,3253,2020,0.81,110,FeeSimple,No,No,No,,,,2008,1932,,3,3,,Two,Rancher,"Lower1,Main",,Yes,2,No,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1932,0,,,
MDHR2006622,RES,Closed,,4,4,12/17/21,12/20/21 0:00,1/21/22,1/21/22,"$525,000 ","$525,000 ","$525,000 ",1707,,Lynx,,Bel Air,MD,21014,HARFORDMD,,,,SABLE WOODS,Krista Harris-Hermann,3302542,Berkshire Hathaway HomeServices PenFed Realty,PFED11,(410) 515-5300,Madgell G Rowe,28740,CENTURY 21 The Real Estate Centre,CREC6,(410) 665-0200,,FHA,StandardSale,StandardSale,StandardSale,4297,2020,0.23,110,FeeSimple,No,No,Yes,Annually,400,Annually,1992,2756,,4,2,1,Three,Colonial,"Main,Upper1",,Yes,2,No,MainFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,2206,550,,,
